Time,Left,U
14257,14912,61.2785
14269,14912,61.5439
14281,14912,61.8332
14293,14912,62.146
14305,14912,62.482
14317,14912,62.8407
14329,14912,63.2216
14341,14928,63.6242
14353,14976,64.0481
14365,14976,64.4926
14377,14976,64.9573
14389,14960,65.4414
14401,14896,65.9444
14413,14864,66.4656
14425,14864,67.0044
14437,14864,67.56
14449,14832,68.1317
14461,14816,68.7188
14473,14800,69.3205
14485,14784,69.936
14497,14768,70.5646
14509,14752,71.2054
14521,14720,71.8576
14534,14688,72.5761
14546,14656,73.2493
14558,14624,73.9313
14570,14576,74.6211
14582,14560,75.3179
14594,14528,76.0208
14606,14512,76.7288
14618,14512,77.4411
14630,14464,78.1567
14642,14400,78.8746
14654,14368,79.5941
14666,14352,80.314
14678,14320,81.0336
14690,14272,81.7518
14702,14240,82.4678
14714,14208,83.1805
14725,14160,83.8302
14737,14112,84.5343
14749,14080,85.2325
14761,14048,85.9238
14773,14016,86.6075
14785,13968,87.2827
14797,13936,87.9484
14810,13888,88.6579
14822,13872,89.3012
14834,13824,89.9324
14846,13792,90.5508
14858,13728,91.1555
14870,13696,91.7457
14882,13680,92.3208
14894,13664,92.8798
14906,13616,93.4222
14918,13600,93.9471
14930,13584,94.454
14942,13568,94.9422
14954,13552,95.411
14966,13504,95.8598
14978,13488,96.2881
14990,13504,96.6953
15002,13472,97.0808
15014,13424,97.4442
15026,13424,97.785
15038,13408,98.1027
15050,13376,98.397
15062,13360,98.6675
15074,13344,98.9137
15086,13312,99.1355
15098,13280,99.3325
15110,13264,99.5044
15122,13216,99.651
15134,13184,99.7721
15146,13136,99.8677
15158,13104,99.9375
15170,13056,99.9814
15182,13024,99.9995
15194,12992,99.9916
15206,12944,99.9579
15218,12912,99.8983
15230,12880,99.8129
15242,12848,99.7018
15254,12848,99.5652
15266,12832,99.4032
15278,12816,99.2161
15290,12784,99.0041
15302,12784,98.7674
15314,12768,98.5065
15326,12768,98.2215
15338,12736,97.913
15350,12720,97.5812
15362,12720,97.2267
15374,12720,96.8498
15386,12720,96.4511
15398,12720,96.0311
15410,12720,95.5903
15422,12720,95.1293
15435,12720,94.6078
15447,12720,94.1066
15459,12736,93.5872
15471,12768,93.0502
